AD	169	0
AT	12	0
AU	196	0
AX	13	0
BE	1128	0
BR	188	0
CA	212	0
CZ	2534	0
DE	8	0
DK	793	0
ES	211	0
FI	5468	0
FR	7515	0
GB	333	0
GR	5257	0
HK	184	0
HU	2324	0
IE	4957	0
IL	658	0
IM	4	0
IT	5861	0
JE	3	0
JP	157	0
KR	130	0
LU	776	0
MC	16	0
MO	8	0
MX	1497	0
NL	2922	0
NO	643	0
NZ	428	0
PL	175	0
PT	4316	0
RO	82	0
RU	7	0
SE	4631	0
SG	151	0
SI	9	0
SM	15	0
TW	211	0
US	210	0
ZA	4829	0
